605,93188,timeout,150,30,-49.39,6,6,0.0500,0,0.444232,62,54,90,30,30,2,12,4,28,"NA:N,SA:N",0A17|1A11|2A1|3E18|4A20|5A12|6E20|7A1|8E7|9E3|10E3|11N1|12E3
606,93342,timeout,154,30,-35.94,7,5,0.0500,0,0.439830,55,54,93,31,30,1,20,2,30,"NA:N,SA:N",0A20|1A8|2A3|3A1|4A1|5A20|6E19|7A2|8E17|9E5|10E4|11N1|12E9
607,93492,timeout,150,30,-30.34,5,6,0.0500,0,0.420914,52,43,90,30,30,0,21,2,29,"NA:N,SA:N",0A18|1A5|2A20|3E20|4A2|5A7|6E8|7N1|8E8|9E3|10E2|11N1|12E2
608,93642,timeout,150,30,-19.76,7,5,0.0500,0,0.420545,57,39,90,30,30,1,21,2,30,"NA:N,SA:N",0A3|1A4|2A1|3E11|4A20|5A9|6E19|7A19|8A1|9E3|10E3|11N1|12E3
609,93792,timeout,150,30,-28.12,5,6,0.0500,0,0.412409,62,41,90,30,30,0,22,2,29,"NA:N,SA:N",0A14|1A19|2A20|3E18|4A2|5A7|6E7|7N1|8E3|9E4|10E4|11N1|12E5
610,93942,timeout,150,30,-30.42,5,6,0.0500,0,0.448026,54,40,90,30,30,0,23,2,27,"NA:N,SA:N",0A18|1A7|2A20|3E19|4A1|5A8|6E5|7N1|8E3|9E4|10E4|11N1|12E5
611,94092,timeout,150,30,-42.27,4,7,0.0500,0,0.458283,41,51,90,30,30,0,24,2,28,"NA:N,SA:N",0E11|1A18|2A20|3E20|4A1|5A2|6E8|7N1|8E3|9E3|10E3|11N1|12E3
612,94242,timeout,150,30,-15.27,5,6,0.0500,0,0.394528,44,52,90,30,30,0,22,2,30,"NA:N,SA:N",0A16|1A20|2A5|3E19|4A1|5A2|6E14|7N1|8E5|9E5|10E5|11N1|12E4
613,94392,timeout,150,30,-20.96,6,5,0.0500,0,0.467283,61,39,90,30,30,0,21,1,30,"NA:N,SA:N",0A17|1A20|2A1|3A8|4A1|5A14|6E19|7N1|8E3|9E6|10E5|11N1|12E6
614,94542,timeout,150,30,-16.09,5,6,0.0500,0,0.425227,51,43,90,30,30,1,22,3,25,"NA:N,SA:N",0E18|1A17|2A1|3A20|4A1|5A12|6E13|7N1|8E3|9E3|10E3|11N1|12E3
615,94692,timeout,150,30,-19.60,4,5,0.0500,0,0.425179,54,42,90,30,30,0,22,1,29,"NA:N,SA:N",0A20|1A20|2A1|3A13|4N1|5N1|6E18|7N1|8E6|9E6|10E6|11N1|12E6
616,94842,timeout,150,30,-27.67,6,5,0.0500,0,0.397963,45,42,90,30,30,0,24,1,28,"NA:N,SA:N",0A12|1A20|2A1|3A2|4A1|5A9|6E20|7N1|8E6|9E5|10E6|11N1|12E5
617,94992,timeout,150,30,-22.35,7,5,0.0500,0,0.407205,46,44,90,30,30,0,23,1,28,"NA:N,SA:N",0A2|1A1|2A1|3A20|4A20|5A1|6E18|7A1|8E15|9E3|10E4|11N1|12E4
618,95142,timeout,150,30,-29.20,5,6,0.0500,0,0.397050,61,45,90,30,30,0,19,2,29,"NA:N,SA:N",0A19|1A20|2A17|3E19|4A4|5A1|6E13|7N1|8E3|9E2|10E4|11N1|12E4
619,95292,timeout,150,30,-23.74,4,5,0.0500,0,0.391141,54,42,90,30,30,0,21,1,29,"NA:N,SA:N",0A20|1A20|2A1|3A13|4N1|5N1|6E19|7N1|8E9|9E5|10E4|11N1|12E5
620,95442,timeout,150,30,-44.11,6,6,0.0500,0,0.372003,51,49,90,30,30,0,21,2,29,"NA:N,SA:N",0A18|1A20|2A1|3E20|4A1|5A10|6E11|7A1|8E7|9E3|10E4|11N1|12E4
621,95592,timeout,150,30,-35.02,5,6,0.0500,0,0.390477,51,48,90,30,30,0,19,2,30,"NA:N,SA:N",0A20|1A20|2A1|3E3|4A1|5A9|6E17|7N1|8E10|9E6|10E6|11N1|12E6
622,95746,timeout,154,30,-34.04,5,6,0.0500,0,0.407555,56,40,93,31,30,0,23,0,27,"NA:N,SA:N",0A14|1A20|2A1|3E13|4A1|5A20|6E14|7N1|8E4|9E3|10E3|11N1|12E3
623,95896,timeout,150,30,-36.64,5,6,0.0500,0,0.382934,40,51,90,30,30,0,24,2,29,"NA:N,SA:N",0A17|1A20|2A1|3E20|4A1|5A1|6E15|7N1|8E4|9E4|10E4|11N1|12E4
624,96046,timeout,150,30,-20.03,6,6,0.0500,0,0.361627,55,37,90,30,30,0,22,2,29,"NA:N,SA:N",0A18|1A15|2A1|3E20|4A1|5A19|6E7|7A1|8E3|9E2|10E2|11N1|12E3
625,96196,timeout,150,30,-41.59,5,6,0.0500,0,0.377191,41,56,90,30,30,0,21,2,30,"NA:N,SA:N",0A6|1A20|2A3|3E18|4A1|5A11|6E17|7N1|8E5|9E5|10E6|11N1|12E5
626,96346,timeout,150,30,-17.58,4,6,0.0500,0,0.352326,57,37,90,30,30,0,22,2,30,"NA:N,SA:N",0A16|1A20|2A1|3E16|4N1|5A20|6E9|7N1|8E3|9E3|10E3|11N1|12E3
627,96496,timeout,150,30,-30.56,5,6,0.0500,0,0.351564,61,44,90,30,30,0,20,2,30,"NA:N,SA:N",0A18|1A19|2A20|3E14|4A1|5A3|6E9|7N1|8E5|9E4|10E6|11N1|12E6
628,96646,timeout,150,30,-23.17,7,5,0.0500,0,0.347510,59,44,90,30,30,0,18,1,30,"NA:N,SA:N",0A20|1A13|2A1|3A3|4A20|5A1|6E18|7A1|8E11|9E5|10E5|11N1|12E5
629,96796,timeout,150,30,-32.30,6,5,0.0500,0,0.364703,69,50,90,30,30,1,13,3,30,"NA:N,SA:N",0A20|1A15|2A12|3A1|4A1|5A20|6E19|7N1|8E9|9E7|10E8|11N1|12E7
630,96946,timeout,150,30,-14.89,4,6,0.0500,0,0.347414,51,41,90,30,30,0,23,3,30,"NA:N,SA:N",0A18|1A20|2A12|3E18|4N1|5A1|6E7|7N1|8E4|9E5|10E4|11N1|12E3
631,97096,timeout,150,30,-36.78,5,7,0.0500,0,0.371155,49,46,90,30,30,0,23,2,30,"NA:N,SA:N",0E8|1A18|2A5|3E18|4A1|5A20|6E10|7A5|8E2|9E3|10E3|11N1|12E2
632,97246,timeout,150,30,-34.43,5,6,0.0500,0,0.361772,64,43,90,30,30,4,19,6,30,"NA:N,SA:N",0A2|1A20|2A20|3E20|4A2|5A20|6E9|7N1|8E3|9E4|10E3|11N1|12E4
633,97396,timeout,150,30,-43.16,5,7,0.0500,0,0.336243,52,45,90,30,30,1,22,4,29,"NA:N,SA:N",0E5|1A20|2A10|3E18|4A1|5A20|6E8|7A1|8E5|9E3|10E3|11N1|12E3
634,97546,timeout,150,30,-42.45,4,7,0.0500,0,0.370952,50,52,90,30,30,1,21,4,29,"NA:N,SA:N",0E8|1A12|2A17|3E18|4A1|5A20|6E13|7N1|8E4|9E3|10E3|11N1|12E3
635,97696,timeout,150,30,-37.05,4,7,0.0500,0,0.319559,50,49,90,30,30,0,22,3,29,"NA:N,SA:N",0E13|1A19|2A20|3E20|4A1|5A10|6E4|7N1|8E3|9E3|10E3|11N1|12E3
636,97846,timeout,150,30,-34.64,5,6,0.0500,0,0.339240,58,52,90,30,30,0,18,2,29,"NA:N,SA:N",0A12|1A18|2A7|3E19|4A1|5A20|6E8|7N1|8E11|9E4|10E5|11N1|12E5
637,97996,timeout,150,30,-33.45,5,6,0.0500,0,0.329483,51,37,90,30,30,0,24,2,30,"NA:N,SA:N",0A9|1A20|2A1|3E17|4A1|5A20|6E10|7N1|8E3|9E2|10E2|11N1|12E3
638,98146,timeout,150,30,-45.05,6,6,0.0500,0,0.322984,61,40,90,30,30,2,17,4,29,"NA:N,SA:N",0A11|1A20|2A8|3E16|4A1|5A20|6E12|7A1|8E3|9E3|10E3|11N1|12E3
639,98296,timeout,150,30,-19.47,4,6,0.0500,0,0.310050,62,36,90,30,30,1,20,3,28,"NA:N,SA:N",0A19|1A20|2A5|3E10|4N1|5A18|6E12|7N1|8E3|9E3|10E3|11N1|12E5
640,98446,timeout,150,30,-50.17,4,7,0.0500,0,0.312737,43,58,90,30,30,1,22,4,29,"NA:N,SA:N",0E4|1E20|2A12|3A9|4A2|5A20|6E20|7N1|8E3|9E3|10E4|11N1|12E4
641,98582,timeout,136,30,-43.06,2,9,0.0500,0,0.324453,36,60,76,30,30,2,18,7,30,"NA:N,SA:N",0E1|1E12|2A17|3E8|4E20|5A19|6E10|7N1|8E3|9E2|10E2|11N1|12E2
642,98732,timeout,150,30,-38.30,3,8,0.0500,0,0.335366,51,54,90,30,30,0,20,4,28,"NA:N,SA:N",0E1|1E19|2A20|3E14|4A11|5A20|6E6|7N1|8E5|9E3|10E3|11N1|12E3
643,98882,timeout,150,30,-29.80,5,6,0.0500,0,0.297414,52,49,90,30,30,0,18,3,29,"NA:N,SA:N",0A7|1A20|2A4|3E20|4A1|5A20|6E13|7N1|8E3|9E8|10E2|11N1|12E3
644,99025,timeout,143,30,-31.03,2,8,0.0500,0,0.316169,36,50,83,30,30,0,24,3,28,"NA:N,SA:N",0E11|1E6|2A18|3E18|4N1|5A18|6E5|7N1|8E2|9E2|10E3|11N1|12E3
645,99175,timeout,150,30,-43.17,5,7,0.0500,0,0.303881,53,48,90,30,30,0,21,3,30,"NA:N,SA:N",0E3|1A6|2A9|3E17|4A17|5A20|6E16|7A1|8E4|9E3|10E3|11N1|12E2
646,99325,timeout,150,30,-41.38,5,6,0.0500,0,0.321220,51,45,90,30,30,1,22,3,28,"NA:N,SA:N",0A7|1A18|2A5|3E18|4A1|5A20|6E17|7N1|8E3|9E2|10E3|11N1|12E2
647,99475,timeout,150,30,-19.15,4,7,0.0500,0,0.303163,57,34,90,30,30,0,23,2,30,"NA:N,SA:N",0E4|1A17|2A19|3E16|4A1|5A20|6E3|7N1|8E3|9E2|10E3|11N1|12E3
648,99625,timeout,150,30,-44.16,5,6,0.0500,0,0.275112,51,53,90,30,30,5,20,6,29,"NA:N,SA:N",0A1|1E19|2A20|3A6|4A4|5A20|6E20|7N1|8E4|9E4|10E3|11N1|12E3
649,99775,timeout,150,30,-41.34,4,7,0.0500,0,0.282854,50,47,90,30,30,1,21,3,29,"NA:N,SA:N",0E6|1A18|2A15|3E16|4A1|5A16|6E12|7N1|8E2|9E4|10E3|11N1|12E4
650,99925,timeout,150,30,-48.30,5,7,0.0500,0,0.283641,59,46,90,30,30,2,19,5,27,"NA:N,SA:N",0E5|1A13|2A20|3E20|4A2|5A20|6E6|7A4|8E5|9E2|10E4|11N1|12E4
