365,132303,timeout,383,100,45.33,2,10,0.5810,0,0.444155,3,40,158,176,49,7,110,14,40,"NA:N,SA:N",0E1|1E1|2E2|3E4|4E9|5A2|6E10|7A1|8E1|9E5|10E3|11N1|12E4
366,132660,timeout,357,100,66.67,7,5,0.5799,0,0.426762,66,44,167,140,50,6,76,7,48,"NA:N,SA:N",0A20|1A2|2A13|3A9|4A2|5A1|6E3|7A19|8E14|9E14|10E6|11N1|12E7
367,132961,timeout,301,100,40.21,8,4,0.5790,0,0.449029,70,70,150,101,50,3,41,3,46,"NA:N,SA:N",0A19|1A17|2A5|3E19|4A1|5A20|6A3|7A2|8A3|9E20|10E16|11N1|12E15
368,133344,timeout,383,100,106.48,6,6,0.5777,0,0.430341,22,19,155,178,50,11,109,14,44,"NA:N,SA:N",0E1|1E3|2A2|3A1|4E1|5A14|6A3|7A1|8A1|9E8|10E3|11N1|12E3
369,133677,timeout,333,100,30.98,9,4,0.5767,0,0.429243,49,53,152,131,50,2,70,2,48,"NA:N,SA:N",0A9|1A2|2A1|3E20|4A12|5A3|6E6|7A1|8A2|9A1|10E18|11A18|12E9
370,134014,timeout,337,100,49.52,7,5,0.5756,0,0.413580,47,58,155,132,50,5,69,7,41,"NA:N,SA:N",0A18|1A20|2A2|3E20|4A4|5A1|6A1|7A1|8E20|9E6|10E6|11N1|12E6
371,134356,timeout,342,100,64.52,8,4,0.5745,0,0.434627,62,51,160,132,50,6,67,8,47,"NA:N,SA:N",0A18|1A20|2A5|3E20|4A1|5A1|6A1|7A15|8A1|9E17|10E7|11N1|12E7
372,134679,timeout,323,100,86.93,10,3,0.5735,0,0.420548,67,45,150,123,50,7,58,6,47,"NA:N,SA:N",0A2|1A20|2A2|3E19|4A1|5A1|6A8|7A3|8A8|9A3|10E20|11A19|12E6
373,135064,timeout,385,100,147.40,8,4,0.5723,0,0.426986,18,22,153,183,49,14,111,14,41,"NA:N,SA:N",0A6|1A1|2A2|3E15|4A1|5A4|6A1|7A2|8A1|9E2|10E2|11N1|12E3
374,135373,timeout,309,100,34.39,8,4,0.5713,0,0.447488,71,69,150,109,50,3,48,4,45,"NA:N,SA:N",0A5|1A20|2A20|3E18|4A1|5A5|6A16|7A2|8A2|9E20|10E16|11N1|12E15
375,135709,timeout,336,100,86.06,7,5,0.5703,0,0.432877,69,40,150,136,50,8,71,9,46,"NA:N,SA:N",0A19|1A20|2A13|3E19|4A1|5A2|6A2|7A12|8E14|9E2|10E2|11N1|12E3
376,136037,timeout,328,100,41.28,7,5,0.5692,0,0.430128,119,85,185,94,49,4,30,6,48,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A9|6E17|7A11|8E20|9E16|10E16|11N1|12E16
377,136370,timeout,333,100,32.13,8,4,0.5682,0,0.430582,51,43,150,133,50,2,74,2,45,"NA:N,SA:N",0A20|1A2|2A1|3E18|4A5|5A1|6A1|7A20|8A1|9E18|10E3|11N1|12E4
378,136702,timeout,332,100,16.97,7,5,0.5671,0,0.440569,54,49,152,132,48,1,72,1,38,"NA:N,SA:N",0A19|1A8|2A1|3E16|4A2|5A3|6A1|7A20|8E18|9E5|10E5|11N1|12E5
379,137028,timeout,326,100,42.21,7,5,0.5661,0,0.443348,35,78,153,124,49,4,62,5,45,"NA:N,SA:N",0A7|1A2|2A1|3E19|4A20|5A1|6A3|7A1|8E20|9E13|10E13|11N1|12E13
380,137325,timeout,297,100,30.27,7,5,0.5651,0,0.434497,68,92,150,100,47,2,40,1,36,"NA:N,SA:N",0A1|1A20|2A11|3E19|4A20|5A6|6A7|7A3|8E20|9E18|10E18|11N1|12E17
381,137632,timeout,307,100,8.77,7,5,0.5642,0,0.445695,78,59,150,107,50,1,48,3,46,"NA:N,SA:N",0A14|1A20|2A5|3E18|4A3|5A3|6A20|7A13|8E20|9E7|10E7|11N1|12E7
382,137947,timeout,315,100,18.60,6,6,0.5632,0,0.447441,50,79,153,114,48,2,53,4,40,"NA:N,SA:N",0E3|1A8|2A1|3E17|4A18|5A1|6A13|7A9|8E20|9E13|10E13|11N1|12E13
383,138255,timeout,308,100,38.58,8,4,0.5622,0,0.424512,70,66,150,108,50,3,48,3,49,"NA:N,SA:N",0A12|1A17|2A2|3E18|4A14|5A3|6A20|7A1|8A1|9E20|10E14|11N1|12E14
384,138652,timeout,397,100,220.22,5,8,0.5609,0,0.441777,6,28,153,195,49,23,113,27,39,"NA:N,SA:N",0E1|1E3|2E1|3E1|4A1|5E2|6E12|7A1|8A1|9A1|10E6|11A2|12E2
385,138985,timeout,333,100,94.78,8,4,0.5599,0,0.444231,84,47,165,118,50,9,50,11,46,"NA:N,SA:N",0A12|1A7|2A20|3E20|4A3|5A2|6A1|7A19|8A20|9E20|10E4|11N1|12E3
386,139327,timeout,342,100,54.97,8,4,0.5588,0,0.435097,55,36,153,141,48,4,79,3,46,"NA:N,SA:N",0A14|1A13|2A1|3E20|4A5|5A1|6A15|7A5|8A1|9E9|10E4|11N1|12E3
387,139649,timeout,322,100,56.07,7,5,0.5578,0,0.443778,84,65,165,107,50,5,45,6,49,"NA:N,SA:N",0E1|1A20|2A9|3E20|4A1|5A5|6A20|7A20|8A9|9E19|10E13|11N1|12E12
388,140035,timeout,386,100,235.31,6,7,0.5566,0,0.451964,32,30,152,184,50,24,101,27,45,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E5|5E1|6A1|7A1|8A2|9A7|10E19|11A20|12A1
389,140344,timeout,309,100,29.14,8,4,0.5556,0,0.449389,67,69,152,107,50,2,47,2,46,"NA:N,SA:N",0A20|1A20|2A4|3E19|4A1|5A1|6A1|7A7|8A13|9E20|10E15|11N1|12E15
390,140688,timeout,344,100,134.59,8,4,0.5545,0,0.440573,55,46,153,143,48,12,73,11,43,"NA:N,SA:N",0A1|1A7|2A2|3E15|4A4|5A1|6A20|7A13|8A7|9E20|10E6|11N1|12E5
391,140957,loss,269,56,47.99,0,12,0.5536,0,0.463580,0,35,107,142,20,10,88,18,17,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E2|5E2|6E8|7E4|8E3|9E7|10E2|11N1|12E3
392,141282,timeout,325,100,43.30,7,5,0.5526,0,0.456788,62,54,152,123,50,4,61,5,47,"NA:N,SA:N",0A14|1A20|2A1|3E17|4A3|5A3|6A1|7A20|8E17|9E6|10E7|11N1|12E7
393,141695,timeout,413,100,90.68,1,11,0.5513,0,0.448019,2,36,165,203,45,12,128,20,39,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E1|5E3|6E5|7E5|8A2|9E9|10E4|11N1|12E4
394,142000,timeout,305,100,53.70,9,4,0.5503,0,0.454250,97,72,155,100,50,5,35,7,38,"NA:N,SA:N",0E12|1A20|2A20|3E20|4A17|5A3|6A4|7A1|8A7|9E20|10E20|11A20|12A5
395,142319,timeout,319,100,102.14,10,3,0.5493,0,0.434742,76,57,152,117,50,8,51,6,45,"NA:N,SA:N",0E17|1A2|2A5|3E20|4A20|5A2|6A5|7A7|8A1|9A6|10E20|11A20|12A8
396,142651,timeout,332,100,119.12,8,4,0.5483,0,0.453843,65,51,150,132,50,11,64,11,48,"NA:N,SA:N",0A18|1A20|2A1|3E20|4A2|5A1|6A3|7A18|8A2|9E17|10E7|11N1|12E7
397,143036,timeout,385,100,72.15,2,11,0.5471,0,0.445294,33,124,161,177,47,10,105,16,31,"NA:E,SA:N",0E8|1E9|2E9|3E8|4E8|5E9|6E8|7E9|8E17|9E19|10E20|11A13|12A20
398,143396,timeout,360,100,157.60,8,4,0.5459,0,0.446734,56,35,160,150,50,15,77,16,48,"NA:N,SA:N",0A16|1A15|2A1|3E18|4A1|5A2|6A1|7A19|8A1|9E9|10E4|11N1|12E4
399,143751,timeout,355,100,91.60,10,3,0.5448,0,0.451952,135,47,195,110,50,8,42,8,41,"NA:N,SA:N",0A20|1A20|2A5|3A8|4A20|5A18|6A5|7A11|8E7|9E20|10E20|11A20|12A8
400,144080,timeout,329,100,37.24,9,4,0.5437,0,0.468089,74,60,160,120,49,3,56,4,44,"NA:N,SA:N",0E3|1A20|2A4|3E17|4A6|5A3|6A14|7A2|8A2|9A3|10E20|11A20|12E20
401,144466,timeout,386,100,127.46,8,4,0.5425,0,0.453813,53,23,170,166,50,12,96,13,49,"NA:N,SA:N",0A19|1A16|2A1|3E14|4A3|5A1|6A1|7A11|8A1|9E5|10E2|11N1|12E2
402,144764,timeout,298,100,6.58,6,6,0.5416,0,0.440446,79,69,150,98,50,1,39,4,46,"NA:N,SA:N",0E3|1A18|2A11|3E17|4A20|5A6|6E20|7A5|8A19|9E20|10E4|11N1|12E5
403,145155,loss,391,83,113.86,0,12,0.5403,0,0.457296,0,42,156,201,34,17,126,26,33,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E4|5E4|6E7|7E5|8E3|9E9|10E3|11N1|12E3
404,145474,timeout,319,100,37.19,7,6,0.5393,0,0.458899,74,65,157,112,50,4,48,7,45,"NA:N,SA:N",0E3|1A17|2A2|3E17|4A3|5A12|6E20|7A20|8E3|9E11|10A1|11A19|12E11
405,145736,loss,262,56,23.87,0,12,0.5385,0,0.470514,0,52,110,133,19,8,79,17,16,"NA:E,SA:N",0E1|1E1|2E1|3E10|4E2|5E5|6E11|7E5|8E3|9E9|10E2|11N1|12E2
406,146084,timeout,348,100,63.73,6,6,0.5374,0,0.463961,73,67,175,123,50,7,57,11,48,"NA:N,SA:N",0A1|1A20|2A9|3E19|4A18|5A20|6E15|7A5|8E16|9E7|10E6|11N1|12E4
407,146491,timeout,407,100,152.22,5,8,0.5361,0,0.444581,60,39,183,175,49,16,100,20,45,"NA:N,SA:A",0E1|1E1|2E1|3E2|4E14|5E3|6E8|7E9|8A7|9A20|10A5|11A20|12A8
408,146825,timeout,334,100,63.49,8,4,0.5351,0,0.457495,75,69,165,119,50,6,54,8,49,"NA:N,SA:N",0A16|1A20|2A20|3E19|4A2|5A2|6A1|7A12|8A2|9E20|10E15|11N1|12E15
409,147150,timeout,325,100,75.15,7,5,0.5340,0,0.448368,53,63,150,125,50,7,61,8,47,"NA:N,SA:N",0E4|1A19|2A16|3E20|4A3|5A1|6A2|7A11|8A1|9E20|10E9|11N1|12E10
410,147493,timeout,343,100,117.93,8,4,0.5329,0,0.442403,34,54,150,143,50,11,75,11,42,"NA:N,SA:N",0A15|1A3|2A1|3E19|4A1|5A2|6A1|7A10|8A1|9E20|10E7|11N1|12E8
411,147809,timeout,316,100,55.36,8,4,0.5319,0,0.430301,56,74,150,116,50,5,53,6,46,"NA:N,SA:N",0A17|1A12|2A2|3E19|4A1|5A20|6A1|7A2|8A1|9E20|10E17|11N1|12E18
412,148152,timeout,343,100,3.23,7,5,0.5309,0,0.446954,127,78,200,93,50,0,35,2,47,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A9|6E19|7A19|8E20|9E13|10E13|11N1|12E13
413,148473,timeout,321,100,36.46,6,6,0.5298,0,0.439368,73,56,155,116,50,4,54,7,47,"NA:N,SA:N",0E2|1A19|2A1|3E20|4A11|5A2|6A20|7A20|8E20|9E5|10E4|11N1|12E5
414,148808,timeout,335,100,56.35,6,6,0.5288,0,0.429333,86,51,167,118,50,6,53,9,47,"NA:N,SA:N",0A17|1A11|2A20|3E14|4A1|5A19|6E5|7A18|8E11|9E11|10E4|11N1|12E6
415,149163,timeout,355,100,125.20,8,4,0.5277,0,0.424974,45,46,152,153,50,12,82,13,47,"NA:N,SA:N",0A1|1A14|2A1|3E16|4A1|5A20|6A1|7A6|8A1|9E18|10E6|11N1|12E6
416,149549,timeout,386,100,157.36,8,4,0.5264,0,0.441383,30,24,160,176,50,15,103,16,47,"NA:N,SA:N",0A8|1A9|2A1|3E16|4A1|5A3|6A5|7A1|8A2|9E4|10E2|11N1|12E2
417,149886,timeout,337,100,93.72,10,3,0.5254,0,0.428699,57,50,152,135,50,8,68,7,45,"NA:N,SA:N",0E10|1A15|2A1|3E20|4A2|5A2|6A1|7A4|8A4|9A20|10E20|11A7|12A1
418,150218,timeout,332,100,79.62,8,4,0.5243,0,0.429959,49,59,150,132,50,7,68,7,44,"NA:N,SA:N",0A10|1A12|2A1|3E18|4A1|5A1|6A20|7A3|8A1|9E20|10E10|11N1|12E11
419,150583,timeout,365,100,132.35,8,4,0.5232,0,0.432935,63,43,170,145,50,12,76,12,47,"NA:N,SA:N",0A19|1A4|2A1|3E19|4A15|5A1|6A2|7A20|8A1|9E15|10E4|11N1|12E5
420,150906,timeout,323,100,81.33,8,5,0.5221,0,0.441126,53,76,150,123,50,8,56,10,45,"NA:N,SA:N",0E7|1A19|2A1|3E20|4A1|5A1|6E19|7A8|8A1|9A6|10E20|11A16|12E10
421,151229,timeout,323,100,63.03,7,5,0.5211,0,0.472014,88,45,155,119,49,6,53,8,45,"NA:N,SA:N",0E2|1A19|2A1|3E20|4A14|5A4|6A18|7A20|8A12|9E15|10E4|11N1|12E4
422,151570,timeout,341,100,89.46,8,4,0.5200,0,0.432039,59,65,163,129,49,8,63,8,45,"NA:N,SA:N",0A11|1A20|2A6|3E16|4A9|5A1|6A3|7A6|8A3|9E20|10E14|11N1|12E15
423,151885,timeout,315,100,56.45,8,4,0.5190,0,0.426056,81,77,160,105,50,5,42,6,48,"NA:N,SA:N",0A12|1A20|2A2|3E20|4A8|5A3|6A20|7A6|8A10|9E20|10E19|11N1|12E18
424,152256,timeout,371,100,164.96,10,3,0.5179,0,0.423183,32,30,152,169,50,15,95,13,45,"NA:N,SA:N",0E1|1A2|2A1|3E9|4A3|5A3|6A2|7A2|8A1|9A5|10E20|11A5|12A8
425,152546,timeout,290,100,7.40,6,6,0.5169,0,0.416995,81,84,150,90,50,1,32,3,49,"NA:N,SA:N",0E19|1A19|2A6|3E20|4A1|5A20|6A18|7A17|8E20|9E8|10E8|11N1|12E9
426,152898,timeout,352,100,120.02,8,4,0.5158,0,0.425979,51,51,160,142,50,11,74,11,47,"NA:N,SA:N",0A17|1A16|2A1|3E18|4A2|5A2|6A2|7A10|8A1|9E18|10E8|11N1|12E7
427,153246,timeout,348,100,46.63,8,4,0.5147,0,0.412553,37,47,155,143,50,4,81,5,49,"NA:N,SA:N",0A9|1A3|2A2|3E18|4A6|5A1|6A1|7A14|8A1|9E17|10E6|11N1|12E6
428,153548,timeout,302,100,24.52,8,4,0.5138,0,0.406957,72,76,150,102,50,2,42,3,47,"NA:N,SA:N",0A9|1A20|2A3|3E19|4A20|5A1|6A2|7A6|8A11|9E20|10E18|11N1|12E19
429,153883,timeout,335,100,104.60,7,5,0.5127,0,0.421326,58,48,152,133,50,10,65,11,44,"NA:N,SA:N",0A3|1A12|2A1|3E18|4A20|5A9|6A11|7A2|8E20|9E3|10E3|11N1|12E4
430,154206,timeout,323,100,64.53,8,4,0.5117,0,0.414306,54,63,150,123,50,6,59,7,44,"NA:N,SA:N",0A14|1A11|2A2|3E20|4A1|5A4|6A1|7A20|8A1|9E20|10E11|11N1|12E12
431,154633,timeout,427,100,191.17,9,3,0.5103,0,0.415650,128,28,217,160,50,18,82,19,45,"NA:A,SA:N",0A20|1A20|2A13|3A20|4A20|5A1|6A9|7A20|8A5|9E17|10E6|11N1|12E5
432,154977,timeout,344,100,66.44,8,4,0.5092,0,0.406291,38,47,150,144,50,6,80,7,45,"NA:N,SA:N",0A13|1A1|2A1|3E18|4A2|5A1|6A1|7A18|8A1|9E16|10E6|11N1|12E7
433,155389,timeout,412,100,222.02,7,5,0.5079,0,0.408534,31,33,170,192,50,22,112,24,46,"NA:N,SA:N",0A19|1A4|2A1|3A3|4A2|5A1|6E3|7A1|8E12|9E10|10E4|11N1|12E4
434,155743,timeout,354,100,65.59,10,3,0.5068,0,0.427388,33,49,152,152,50,5,88,4,42,"NA:N,SA:N",0A17|1A4|2A1|3E20|4A1|5A1|6A2|7A4|8A1|9A1|10E19|11A1|12E10
435,156054,timeout,311,100,35.06,8,4,0.5058,0,0.418345,73,73,153,109,49,3,47,4,41,"NA:N,SA:N",0A19|1A20|2A1|3E19|4A6|5A1|6A1|7A20|8A5|9E20|10E17|11N1|12E17
436,156427,timeout,373,100,148.18,8,4,0.5046,0,0.427691,45,23,162,161,50,14,88,14,47,"NA:N,SA:N",0A18|1A6|2A1|3E12|4A7|5A5|6A1|7A6|8A1|9E6|10E3|11N1|12E2
437,156737,loss,310,81,4.80,0,12,0.5037,0,0.425816,0,65,133,139,38,6,81,15,34,"NA:E,SA:N",0E1|1E1|2E1|3E14|4E6|5E4|6E15|7E5|8E3|9E7|10E4|11N1|12E4
438,157109,timeout,372,100,146.07,8,4,0.5025,0,0.433130,47,44,162,160,50,14,87,15,47,"NA:N,SA:N",0A9|1A12|2A1|3E19|4A2|5A1|6A1|7A20|8A1|9E15|10E5|11N1|12E5
439,157452,timeout,343,100,68.73,8,4,0.5014,0,0.432738,39,45,150,143,50,6,80,6,46,"NA:N,SA:N",0A14|1A12|2A7|3E11|4A1|5A1|6A1|7A2|8A1|9E18|10E8|11N1|12E8
440,157756,timeout,304,100,24.24,8,4,0.5004,0,0.431408,84,61,150,104,50,2,44,3,48,"NA:N,SA:N",0A20|1A20|2A1|3E18|4A11|5A9|6A1|7A20|8A2|9E20|10E12|11N1|12E11
441,158119,timeout,363,100,157.18,7,5,0.4993,0,0.412885,128,53,195,118,50,15,45,17,49,"NA:N,SA:N",0A20|1A20|2A12|3A16|4A20|5A20|6E19|7A20|8E9|9E13|10E6|11N1|12E6
442,158457,timeout,338,100,68.58,8,4,0.4982,0,0.422862,47,44,150,138,50,6,75,6,44,"NA:N,SA:N",0A19|1A18|2A1|3E19|4A3|5A2|6A1|7A2|8A1|9E15|10E5|11N1|12E5
443,158847,timeout,390,100,145.00,8,4,0.4970,0,0.414530,33,22,160,180,50,14,108,15,47,"NA:N,SA:N",0A12|1A14|2A1|3A1|4A1|5A2|6A1|7A1|8E9|9E7|10E3|11N1|12E3
444,159212,loss,365,81,59.90,0,12,0.4958,0,0.400867,0,46,146,187,32,11,119,19,27,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E11|5E2|6E6|7E6|8E3|9E9|10E2|11N1|12E3
445,159525,timeout,313,100,39.53,7,5,0.4948,0,0.411539,57,73,150,113,50,4,51,6,46,"NA:N,SA:N",0A7|1A20|2A1|3E20|4A14|5A1|6A10|7A4|8E20|9E11|10E11|11N1|12E11
446,159943,timeout,418,100,81.13,10,3,0.4935,0,0.418069,199,53,260,109,49,6,43,5,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E17|10E18|11A19|12E18
447,160315,timeout,372,100,118.22,7,6,0.4923,0,0.409024,107,60,197,125,50,12,53,15,43,"NA:N,SA:N",0A17|1A20|2A13|3E20|4A20|5A6|6E4|7A11|8E5|9E8|10E15|11E8|12A20
448,160664,timeout,349,100,88.04,8,4,0.4912,0,0.430844,44,54,155,144,50,8,78,9,47,"NA:N,SA:N",0A14|1A1|2A15|3E19|4A1|5A4|6A1|7A7|8A1|9E19|10E8|11N1|12E8
449,161032,timeout,368,100,125.98,7,5,0.4901,0,0.409469,38,35,157,161,50,12,91,13,45,"NA:N,SA:N",0A20|1A6|2A1|3E18|4A7|5A1|6A1|7A2|8E9|9E3|10E2|11N1|12E3
450,161405,timeout,373,100,134.43,8,5,0.4889,0,0.411659,34,33,150,173,50,13,102,13,44,"NA:N,SA:N",0E1|1E3|2A1|3E6|4E3|5A1|6A1|7A2|8A1|9A4|10E20|11A4|12A20
451,161790,timeout,385,100,56.35,1,12,0.4877,0,0.409608,18,240,166,186,33,9,102,17,28,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E20|11E20|12A18
452,162108,timeout,318,100,21.13,7,5,0.4867,0,0.413215,65,58,153,116,49,2,55,4,46,"NA:N,SA:N",0A4|1A20|2A2|3E16|4A11|5A2|6A6|7A20|8E17|9E9|10E8|11N1|12E8
453,162436,timeout,328,100,74.53,8,4,0.4856,0,0.395517,54,67,153,126,49,7,60,8,48,"NA:N,SA:N",0A16|1A1|2A1|3E20|4A3|5A20|6A1|7A11|8A1|9E20|10E14|11N1|12E13
454,162751,timeout,315,100,6.85,6,6,0.4846,0,0.421906,64,84,157,108,50,1,48,4,40,"NA:N,SA:N",0E19|1A19|2A5|3E18|4A15|5A3|6A2|7A20|8E19|9E9|10E9|11N1|12E10
455,163083,timeout,332,100,55.17,7,5,0.4836,0,0.419440,51,65,155,127,50,5,65,6,42,"NA:N,SA:N",0A8|1A20|2A1|3E18|4A16|5A1|6A3|7A2|8E19|9E9|10E10|11N1|12E9
456,163432,timeout,349,100,114.99,7,5,0.4825,0,0.411170,42,44,150,149,50,11,81,12,49,"NA:N,SA:N",0A20|1A3|2A9|3A7|4A1|5A1|6A1|7E20|8E12|9E4|10E4|11N1|12E4
457,163849,timeout,417,100,65.97,2,11,0.4811,0,0.434048,19,63,170,198,49,10,127,19,38,"NA:E,SA:N",0E3|1E3|2E3|3E3|4E3|5E2|6E5|7E5|8E8|9E17|10E11|11A5|12A14
458,164267,timeout,418,100,153.03,8,4,0.4798,0,0.431833,58,26,192,176,50,15,101,17,47,"NA:N,SA:N",0A20|1A8|2A2|3A5|4A20|5A1|6A1|7A1|8E5|9E9|10E9|11N1|12E3
459,164656,timeout,389,100,82.49,8,4,0.4786,0,0.427886,35,37,170,169,50,8,102,10,47,"NA:N,SA:N",0A19|1A1|2A2|3E18|4A4|5A2|6A1|7A5|8A1|9E11|10E3|11N1|12E5
460,165048,timeout,392,100,95.47,7,5,0.4773,0,0.421400,33,17,165,177,50,9,110,11,48,"NA:N,SA:N",0A20|1A1|2A4|3A1|4A1|5A5|6E3|7A1|8E2|9E6|10E3|11N1|12E3
461,165447,timeout,399,100,162.74,7,5,0.4761,0,0.414056,61,21,172,177,50,16,102,18,48,"NA:N,SA:N",0A20|1A11|2A2|3A6|4A20|5A1|6E1|7A1|8E3|9E10|10E3|11N1|12E4
462,165835,loss,388,92,63.48,0,12,0.4749,0,0.413254,0,49,155,193,40,12,120,21,36,"NA:E,SA:N",0E1|1E3|2E1|3E2|4E16|5E4|6E7|7E3|8E5|9E3|10E2|11N1|12E2
463,166169,timeout,334,100,72.39,10,3,0.4738,0,0.421379,48,56,152,132,50,6,66,6,44,"NA:N,SA:N",0A3|1A4|2A2|3E17|4A6|5A20|6A2|7A1|8A7|9A1|10E20|11A2|12E19
464,166544,timeout,375,100,124.45,7,5,0.4726,0,0.417803,28,30,157,168,50,12,98,13,42,"NA:N,SA:N",0A15|1A1|2A1|3E12|4A8|5A1|6A1|7A1|8E8|9E4|10E3|11N1|12E3
465,166880,timeout,336,100,44.86,8,4,0.4715,0,0.441101,48,46,150,136,50,4,74,5,43,"NA:N,SA:N",0A20|1A1|2A2|3E18|4A1|5A1|6A20|7A2|8A1|9E16|10E6|11N1|12E6
466,167199,timeout,319,100,75.39,7,5,0.4705,0,0.420054,54,71,150,119,50,7,55,8,41,"NA:N,SA:N",0A15|1A15|2A1|3E19|4A2|5A1|6A19|7A1|8E20|9E10|10E11|11N1|12E11
467,167531,timeout,332,100,64.87,7,5,0.4695,0,0.403166,38,69,152,130,50,6,66,7,42,"NA:N,SA:N",0A13|1A13|2A1|3E20|4A4|5A4|6A1|7A2|8E20|9E10|10E10|11N1|12E9
468,167926,timeout,395,100,188.90,6,6,0.4682,0,0.410267,24,27,163,183,49,19,106,21,46,"NA:N,SA:N",0E1|1E5|2A1|3E8|4A19|5A1|6A1|7A1|8A1|9E7|10E3|11N1|12E3
469,168266,timeout,340,100,48.75,8,4,0.4672,0,0.429533,41,55,152,138,50,4,76,4,39,"NA:N,SA:N",0A11|1A2|2A3|3E20|4A20|5A1|6A1|7A2|8A1|9E18|10E9|11N1|12E8
470,168585,timeout,319,100,37.79,6,6,0.4661,0,0.411341,46,83,150,119,50,4,58,6,42,"NA:N,SA:N",0A14|1A13|2A2|3E18|4A13|5A1|6E20|7A3|8E20|9E9|10E8|11N1|12E8
471,169074,timeout,489,100,183.89,11,2,0.4646,0,0.434099,159,25,270,169,50,16,94,15,44,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A3|6A1|7A13|8A2|9E5|10E20|11A20|12A20
472,169472,timeout,398,100,175.13,7,5,0.4633,0,0.431916,50,24,175,173,50,17,99,18,46,"NA:N,SA:N",0A20|1A1|2A20|3A1|4A6|5A1|6E6|7A1|8E8|9E4|10E3|11N1|12E3
473,169886,timeout,414,100,190.39,8,4,0.4620,0,0.430520,43,15,175,189,50,18,114,18,41,"NA:N,SA:N",0A20|1A1|2A2|3A1|4A4|5A9|6A1|7A5|8E3|9E8|10E2|11N1|12E2
474,170271,timeout,385,100,162.45,5,7,0.4608,0,0.436673,23,43,158,178,49,17,103,20,46,"NA:N,SA:N",0E1|1E3|2A7|3E8|4A13|5A1|6E20|7A1|8A1|9E5|10E3|11N1|12E3
475,170613,timeout,342,100,116.17,10,3,0.4597,0,0.431669,47,59,155,137,50,10,69,9,47,"NA:N,SA:N",0A19|1A1|2A12|3E19|4A1|5A8|6A1|7A1|8A2|9A1|10E20|11A1|12E20
476,170990,timeout,377,100,193.62,7,5,0.4585,0,0.439867,50,24,155,172,50,19,95,21,50,"NA:N,SA:N",0A20|1A19|2A2|3A1|4A2|5A5|6E6|7A1|8E7|9E5|10E3|11N1|12E3
477,171367,timeout,377,100,111.27,8,4,0.4573,0,0.452011,38,25,160,167,50,10,100,10,42,"NA:N,SA:N",0A18|1A1|2A2|3E17|4A12|5A2|6A1|7A1|8A1|9E4|10E2|11N1|12E2
478,171772,timeout,405,100,156.80,7,5,0.4561,0,0.456556,58,29,182,173,50,15,100,15,44,"NA:N,SA:N",0A19|1A2|2A20|3E4|4A11|5A4|6A1|7A1|8E9|9E9|10E4|11N1|12E3
479,172092,timeout,320,100,38.75,8,4,0.4550,0,0.453438,62,68,153,118,49,3,57,3,40,"NA:N,SA:N",0A20|1A2|2A20|3E18|4A2|5A10|6A1|7A6|8A1|9E20|10E15|11N1|12E15
480,172447,timeout,355,100,163.45,11,2,0.4539,0,0.431421,50,34,150,155,50,15,80,15,44,"NA:N,SA:N",0A18|1A9|2A1|3E20|4A2|5A9|6A1|7A2|8A5|9A1|10E14|11A1|12A1
481,172797,timeout,350,100,59.30,9,4,0.4528,0,0.445180,32,48,150,150,50,5,86,6,47,"NA:N,SA:N",0E1|1A1|2A1|3E10|4A1|5A20|6A1|7A5|8A1|9A1|10E20|11A1|12E17
482,173120,timeout,323,100,68.78,7,5,0.4518,0,0.449520,65,55,152,121,50,6,58,6,42,"NA:N,SA:N",0A18|1A20|2A1|3E18|4A9|5A1|6E20|7A14|8A2|9E12|10E3|11N1|12E2
483,173493,loss,373,83,93.98,0,12,0.4506,0,0.440270,0,50,152,189,32,15,114,23,23,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E8|5E5|6E7|7E7|8E3|9E9|10E3|11N1|12E4
484,173845,timeout,352,100,90.22,8,4,0.4495,0,0.458923,63,25,150,152,50,9,84,11,41,"NA:N,SA:N",0A20|1A1|2A15|3A16|4A8|5A1|6A1|7A1|8E14|9E3|10E3|11N1|12E5
485,174231,timeout,386,100,167.51,8,4,0.4483,0,0.451512,52,34,172,164,50,16,89,17,46,"NA:N,SA:N",0A2|1A20|2A4|3E19|4A17|5A2|6A1|7A4|8A2|9E7|10E4|11N1|12E4
486,174602,loss,371,94,-4.39,0,12,0.4471,0,0.443980,0,52,155,174,42,5,108,14,29,"NA:E,SA:N",0E1|1E1|2E1|3E10|4E4|5E8|6E8|7E3|8E8|9E3|10E2|11N1|12E3
