1349,395572,timeout,242,100,69.67,5,5,0.0500,0,0.565703,99,99,137,55,50,0,0,1,46,"NA:N,SA:N",0A20|1A20|2N1|3A19|4A20|5N1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
1350,395830,timeout,258,100,78.55,7,4,0.0500,0,0.571292,112,78,150,58,50,0,2,0,38,"NA:N,SA:N",0A20|1A20|2A6|3A20|4A7|5N1|6A19|7A20|8E19|9E19|10E20|11N1|12E20
1351,396086,timeout,256,100,63.23,6,6,0.0500,0,0.619166,115,101,149,57,50,0,2,0,42,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A15|6E20|7A20|8E20|9E15|10E14|11N1|12E14
1352,396346,timeout,260,100,67.26,7,5,0.0500,0,0.606850,112,98,150,60,50,0,3,1,47,"NA:N,SA:N",0A20|1A20|2A12|3A20|4A19|5A1|6E18|7A20|8E20|9E20|10E20|11N1|12E20
1353,396603,timeout,257,100,82.17,8,3,0.0500,0,0.580209,108,59,150,57,50,0,0,0,46,"NA:N,SA:N",0A5|1A20|2A3|3A20|4A1|5N1|6A20|7A20|8A19|9E19|10E20|11N1|12E20
1354,396859,timeout,256,100,79.43,6,4,0.0500,0,0.560439,116,79,150,56,50,0,1,0,49,"NA:N,SA:N",0A17|1A20|2N1|3A20|4A20|5N1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
1355,397081,timeout,222,100,23.69,6,6,0.0500,0,0.583618,82,108,117,55,50,0,0,0,46,"NA:N,SA:N",0A19|1A2|2A20|3E19|4A1|5A20|6E20|7A20|8E20|9E16|10E16|11N1|12E17
1356,397310,timeout,229,100,62.40,4,5,0.0500,0,0.605005,78,100,125,54,50,0,0,1,46,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
1357,397566,timeout,256,100,73.83,6,5,0.0500,0,0.578630,105,99,147,59,50,0,2,1,42,"NA:N,SA:N",0A20|1A20|2A5|3A20|4A20|5N1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
1358,397746,timeout,180,100,40.50,2,6,0.0500,0,0.532328,40,102,77,53,50,0,1,0,46,"NA:N,SA:N",0A20|1A20|2N1|3E18|4N1|5N1|6E19|7N1|8E16|9E16|10E16|11N1|12E17
1359,397937,timeout,191,100,44.71,2,6,0.0500,0,0.570210,40,113,87,54,50,0,2,0,47,"NA:N,SA:N",0A20|1A20|2N1|3E18|4N1|5N1|6E20|7N1|8E18|9E19|10E19|11N1|12E19
1360,398162,timeout,225,100,64.34,5,6,0.0500,0,0.581265,72,120,120,62,43,0,0,0,39,"NA:N,SA:N",0A16|1A20|2A15|3E20|4N1|5A1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
1361,398419,timeout,257,100,85.77,8,4,0.0500,0,0.605523,108,80,150,57,50,0,0,0,49,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A8|5A1|6A18|7A20|8E20|9E20|10E20|11N1|12E20
1362,398616,timeout,197,100,32.57,4,6,0.0500,0,0.585063,46,115,94,53,50,0,0,0,39,"NA:N,SA:N",0A18|1A7|2N1|3E20|4A1|5N1|6E20|7A20|8E20|9E19|10E18|11N1|12E18
1363,398875,timeout,259,100,81.15,7,4,0.0500,0,0.562413,113,79,152,57,50,0,0,0,40,"NA:N,SA:N",0A20|1A20|2A6|3A20|4A7|5N1|6A20|7A20|8E19|9E20|10E20|11N1|12E20
1364,399135,timeout,260,100,82.80,7,5,0.0500,0,0.564347,114,99,150,60,50,1,3,1,45,"NA:N,SA:N",0A20|1A20|2A14|3A19|4A20|5A1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
1365,399395,loss,260,78,-44.23,0,11,0.0500,0,0.528766,0,101,118,128,14,1,56,8,5,"NA:N,SA:N",0E14|1E20|2N1|3E3|4E2|5E4|6E20|7E3|8E20|9E5|10E5|11N1|12E5
1366,399653,timeout,258,100,83.15,8,4,0.0500,0,0.529351,114,78,150,58,50,0,1,0,50,"NA:N,SA:N",0A20|1A6|2A7|3A20|4A20|5A1|6A20|7A20|8E18|9E20|10E20|11N1|12E20
1367,399921,timeout,268,100,62.62,6,6,0.0500,0,0.519238,55,118,137,114,17,2,22,4,14,"NA:N,SA:N",0A2|1A7|2A5|3E18|4A20|5A1|6E20|7A20|8E20|9E20|10E20|11N1|12E20
1368,400182,timeout,261,100,82.66,7,5,0.0500,0,0.527378,112,100,150,61,50,1,3,2,47,"NA:N,SA:N",0A20|1A20|2A11|3A18|4A20|5A3|6E20|7A20|8E20|9E20|10E20|11N1|12E20
1369,400411,timeout,229,100,96.86,4,5,0.0500,0,0.572170,80,98,121,58,50,2,1,3,48,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6E18|7A20|8E20|9E20|10E20|11N1|12E20
1370,400668,timeout,257,100,78.60,8,4,0.0500,0,0.563599,105,80,150,57,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2A3|3A2|4A20|5A2|6A18|7A20|8E20|9E20|10E20|11N1|12E20
1371,400876,timeout,208,100,50.08,3,5,0.0500,0,0.524517,58,100,105,53,50,0,0,1,50,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1372,401074,timeout,198,100,45.44,3,5,0.0500,0,0.574109,59,99,96,52,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A19|4N1|5N1|6E19|7N1|8E20|9E20|10E20|11N1|12E20
1373,401331,timeout,257,100,88.24,8,4,0.0500,0,0.544930,104,78,150,57,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2A1|3A20|4A2|5A1|6A20|7A20|8E18|9E20|10E20|11N1|12E20
1374,401574,timeout,243,100,79.78,5,4,0.0500,0,0.602622,100,78,138,55,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6A20|7A20|8E18|9E20|10E20|11N1|12E20
1375,401791,timeout,217,100,60.07,4,4,0.0500,0,0.575009,79,79,114,53,50,0,0,0,47,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6A19|7N1|8E19|9E20|10E20|11N1|12E20
1376,402049,timeout,258,100,66.84,6,6,0.0500,0,0.567656,109,110,150,58,50,0,3,0,43,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A10|6E20|7A20|8E20|9E17|10E17|11N1|12E17
1377,402308,timeout,259,100,85.86,8,4,0.0500,0,0.532266,108,79,150,59,50,0,2,0,47,"NA:N,SA:N",0A20|1A20|2A4|3A20|4A4|5A1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
1378,402497,timeout,189,100,44.69,2,6,0.0500,0,0.551482,39,115,87,52,50,0,1,0,48,"NA:N,SA:N",0A19|1A20|2N1|3E19|4N1|5N1|6E20|7N1|8E19|9E19|10E19|11N1|12E19
1379,402754,timeout,257,100,74.37,7,5,0.0500,0,0.570525,103,99,148,59,50,0,2,1,42,"NA:N,SA:N",0A20|1A20|2A6|3A19|4A17|5A1|6E19|7A20|8E20|9E20|10E20|11N1|12E20
1380,402972,timeout,218,100,51.23,4,5,0.0500,0,0.552208,78,91,112,56,50,0,2,1,40,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7A20|8E20|9E17|10E17|11N1|12E17
1381,403218,timeout,246,100,70.84,5,6,0.0500,0,0.597169,83,93,129,67,50,1,11,2,44,"NA:N,SA:N",0A20|1A19|2A20|3A4|4E19|5A20|6E20|7N1|8E13|9E13|10E14|11N1|12E14
1382,403434,timeout,216,100,53.79,4,6,0.0500,0,0.526052,80,99,111,55,50,0,1,0,23,"NA:N,SA:N",0A20|1A20|2A20|3E18|4N1|5A20|6E18|7N1|8E16|9E15|10E16|11N1|12E16
1383,403693,timeout,259,100,82.47,8,4,0.0500,0,0.613411,103,78,150,59,50,0,2,0,50,"NA:N,SA:N",0A20|1A3|2A1|3A18|4A20|5A1|6A20|7A20|8E18|9E20|10E20|11N1|12E20
1384,403951,timeout,258,100,79.81,8,4,0.0500,0,0.572174,115,79,150,58,50,0,1,0,50,"NA:N,SA:N",0A20|1A20|2A10|3A19|4A6|5A1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
1385,404209,timeout,258,100,67.01,6,6,0.0500,0,0.564971,111,101,150,58,50,0,3,0,34,"NA:N,SA:N",0A18|1A20|2A20|3E18|4A20|5A13|6E20|7A20|8E20|9E14|10E14|11N1|12E15
1386,404468,timeout,259,100,80.73,8,4,0.0500,0,0.549385,104,79,150,59,50,0,2,0,49,"NA:N,SA:N",0A11|1A20|2A11|3A20|4A2|5A1|6A19|7A20|8E19|9E20|10E20|11N1|12E20
1387,404687,timeout,219,100,56.86,4,6,0.0500,0,0.535286,80,102,114,55,50,0,1,0,24,"NA:N,SA:N",0A20|1A20|2A20|3E18|4N1|5A20|6E20|7N1|8E16|9E16|10E16|11N1|12E16
1388,404927,timeout,240,100,66.28,5,6,0.0500,0,0.534059,100,104,135,55,50,0,0,0,30,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7N1|8E17|9E16|10E17|11N1|12E16
1389,405144,timeout,217,100,54.57,4,6,0.0500,0,0.547064,78,105,113,54,50,0,1,0,28,"NA:N,SA:N",0A18|1A20|2A20|3E20|4N1|5A20|6E20|7N1|8E16|9E16|10E17|11N1|12E16
1390,405390,timeout,246,100,71.53,5,6,0.0500,0,0.548843,99,116,142,54,50,0,0,0,30,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7N1|8E20|9E19|10E19|11N1|12E19
1391,405639,timeout,249,100,50.76,5,6,0.0500,0,0.549527,99,113,144,55,50,0,0,1,26,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7N1|8E19|9E18|10E19|11N1|12E18
1392,405899,timeout,260,100,68.29,6,6,0.0500,0,0.554914,104,106,150,60,50,0,4,1,49,"NA:N,SA:N",0A19|1A20|2A5|3E18|4A20|5A20|6E20|7A20|8E20|9E16|10E16|11N1|12E16
1393,406159,timeout,260,100,82.86,8,4,0.0500,0,0.557313,117,78,150,60,50,0,3,0,50,"NA:N,SA:N",0A20|1A20|2A11|3A16|4A2|5A8|6A20|7A20|8E18|9E20|10E20|11N1|12E20
1394,406420,timeout,261,100,70.99,7,5,0.0500,0,0.520381,103,99,150,61,50,0,5,0,44,"NA:N,SA:N",0A20|1A20|2A14|3A9|4A19|5A20|6E19|7A1|8E20|9E20|10E20|11N1|12E20
1395,406678,timeout,258,100,57.32,6,6,0.0500,0,0.559182,108,112,150,58,50,0,2,1,40,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A9|8E20|9E17|10E18|11N1|12E18
1396,406923,timeout,245,100,65.89,5,5,0.0500,0,0.519623,98,100,140,55,50,0,0,1,49,"NA:N,SA:N",0A20|1A20|2A20|3A18|4N1|5A20|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1397,407183,timeout,260,100,63.32,6,6,0.0500,0,0.541038,101,108,150,60,50,0,3,2,40,"NA:N,SA:N",0A19|1A20|2A14|3E19|4A20|5A8|6E20|7A20|8E20|9E16|10E16|11N1|12E17
1398,407403,timeout,220,100,50.27,4,6,0.0500,0,0.518502,78,107,116,54,50,0,0,1,50,"NA:N,SA:N",0A18|1A20|2N1|3E20|4A20|5A20|6E20|7N1|8E17|9E17|10E17|11N1|12E16
1399,407609,timeout,206,100,49.58,4,6,0.0500,0,0.563317,64,102,101,55,50,0,1,1,50,"NA:N,SA:N",0A18|1A20|2A6|3E20|4N1|5A20|6E19|7N1|8E16|9E16|10E15|11N1|12E16
1400,407811,timeout,202,100,42.62,3,5,0.0500,0,0.552631,60,98,98,54,50,0,0,1,50,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1401,408019,timeout,208,100,49.75,4,6,0.0500,0,0.543857,45,120,102,56,50,0,1,1,48,"NA:N,SA:N",0A10|1A20|2N1|3E20|4A2|5A13|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1402,408225,timeout,206,100,54.07,4,6,0.0500,0,0.605418,55,115,102,54,50,0,0,1,50,"NA:N,SA:N",0A18|1A16|2A1|3E20|4N1|5A20|6E20|7N1|8E18|9E19|10E19|11N1|12E19
1403,408461,timeout,236,100,64.92,5,5,0.0500,0,0.529267,99,99,132,54,50,0,0,0,43,"NA:N,SA:N",0A20|1A20|2A20|3A19|4N1|5A20|6E19|7N1|8E20|9E20|10E20|11N1|12E20
1404,408661,timeout,200,100,45.46,3,5,0.0500,0,0.511559,58,100,98,52,50,0,0,0,48,"NA:N,SA:N",0A20|1A20|2N1|3A18|4N1|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1405,408847,timeout,186,100,35.69,4,6,0.0500,0,0.546688,43,109,82,54,50,0,0,1,48,"NA:N,SA:N",0A14|1A20|2N1|3E19|4A1|5A8|6E20|7N1|8E17|9E17|10E18|11N1|12E18
1406,409080,timeout,233,100,57.94,5,6,0.0500,0,0.579444,100,96,127,56,50,0,0,1,37,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7N1|8E15|9E15|10E14|11N1|12E14
1407,409309,timeout,229,100,62.51,5,6,0.0500,0,0.584459,87,106,124,55,50,0,0,1,47,"NA:N,SA:N",0A19|1A18|2A19|3E19|4A15|5A16|6E20|7N1|8E17|9E16|10E17|11N1|12E17
1408,409511,timeout,202,100,44.91,3,5,0.0500,0,0.528185,60,98,99,53,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1409,409732,timeout,221,100,52.96,4,6,0.0500,0,0.556717,80,107,116,55,50,0,0,1,32,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5N1|6E20|7N1|8E17|9E18|10E17|11N1|12E17
1410,409958,timeout,226,100,49.69,4,6,0.0500,0,0.541557,79,108,119,57,50,0,3,1,38,"NA:N,SA:N",0A19|1A20|2N1|3E19|4A20|5A20|6E20|7N1|8E17|9E18|10E17|11N1|12E17
1411,410142,timeout,184,100,39.45,2,6,0.0500,0,0.556675,38,112,82,52,50,0,0,1,49,"NA:N,SA:N",0A18|1A20|2N1|3E20|4N1|5N1|6E20|7N1|8E18|9E18|10E18|11N1|12E18
1412,410360,timeout,218,100,52.22,5,5,0.0500,0,0.533894,73,98,113,55,50,0,1,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A6|4A7|5A20|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1413,410619,timeout,259,100,31.33,6,6,0.0500,0,0.530032,110,105,150,59,50,0,3,1,29,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A12|8E20|9E15|10E15|11N1|12E15
1414,410859,timeout,240,100,65.60,5,5,0.0500,0,0.526937,98,100,136,54,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A18|4A20|5A20|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1415,411114,timeout,255,100,76.57,6,5,0.0500,0,0.579086,111,98,150,55,50,0,0,0,50,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A11|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1416,411303,timeout,189,100,39.69,3,5,0.0500,0,0.532776,60,95,85,54,50,0,1,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A20|4N1|5N1|6E18|7N1|8E20|9E19|10E19|11N1|12E19
1417,411514,timeout,211,100,47.07,5,6,0.0500,0,0.613966,60,111,105,56,50,0,1,1,47,"NA:N,SA:N",0A20|1A19|2A3|3E18|4N1|5A11|6E20|7A7|8E20|9E18|10E18|11N1|12E17
1418,411715,timeout,201,100,49.91,4,6,0.0500,0,0.542207,67,101,98,53,50,0,0,0,50,"NA:N,SA:N",0A19|1A20|2A8|3E19|4A20|5N1|6E20|7N1|8E16|9E15|10E16|11N1|12E15
1419,411898,timeout,183,100,36.23,2,6,0.0500,0,0.585771,40,100,78,55,50,0,2,1,45,"NA:N,SA:N",0A20|1A20|2N1|3E18|4N1|5N1|6E19|7N1|8E16|9E15|10E16|11N1|12E16
1420,412137,timeout,239,100,69.39,5,5,0.0500,0,0.556652,99,99,135,54,50,0,0,0,49,"NA:N,SA:N",0A20|1A20|2A20|3A19|4N1|5A20|6E19|7N1|8E20|9E20|10E20|11N1|12E20
1421,412358,timeout,221,100,56.85,4,6,0.0500,0,0.548027,71,114,117,54,50,0,0,1,50,"NA:N,SA:N",0A19|1A20|2N1|3E19|4A20|5A12|6E20|7N1|8E19|9E19|10E19|11N1|12E18
1422,412558,timeout,200,100,46.12,3,6,0.0500,0,0.534095,58,110,97,53,50,0,0,1,50,"NA:N,SA:N",0A18|1A20|2A20|3E20|4N1|5N1|6E20|7N1|8E18|9E17|10E18|11N1|12E17
1423,412760,timeout,202,100,49.87,3,6,0.0500,0,0.561039,59,109,99,53,50,0,0,1,50,"NA:N,SA:N",0A19|1A20|2A20|3E19|4N1|5N1|6E20|7N1|8E18|9E18|10E17|11N1|12E17
1424,413006,timeout,246,100,57.24,5,6,0.0500,0,0.578879,99,107,139,57,50,0,2,1,42,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7N1|8E17|9E17|10E17|11N1|12E17
1425,413216,timeout,210,100,52.55,3,6,0.0500,0,0.583912,60,107,105,55,50,0,1,1,50,"NA:N,SA:N",0A20|1A20|2A20|3E18|4N1|5N1|6E20|7N1|8E18|9E17|10E17|11N1|12E17
1426,413391,timeout,175,100,35.40,2,6,0.0500,0,0.567394,39,101,72,53,50,0,1,1,50,"NA:N,SA:N",0A19|1A20|2N1|3E19|4N1|5N1|6E18|7N1|8E16|9E16|10E16|11N1|12E16
1427,413646,timeout,255,100,73.59,6,5,0.0500,0,0.529109,110,98,149,56,50,0,1,0,42,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A11|5A20|6E18|7N1|8E20|9E20|10E20|11N1|12E20
1428,413902,timeout,256,100,44.25,6,6,0.0500,0,0.576737,104,113,150,56,50,0,0,1,50,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A6|8E20|9E17|10E18|11N1|12E18
1429,414162,timeout,260,100,17.04,6,6,0.0500,0,0.602794,101,109,150,60,50,0,3,2,49,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A2|8E20|9E17|10E16|11N1|12E17
1430,414389,timeout,227,100,57.13,4,5,0.0500,0,0.612744,78,100,123,54,50,0,1,0,50,"NA:N,SA:N",0A20|1A20|2N1|3A18|4A20|5N1|6E20|7N1|8E20|9E20|10E20|11N1|12E20
1431,414632,timeout,243,100,63.89,5,6,0.0500,0,0.620522,98,108,138,55,50,0,0,1,50,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7N1|8E17|9E17|10E17|11N1|12E17
1432,414890,timeout,258,100,19.76,6,6,0.0500,0,0.631802,108,108,150,58,50,0,1,2,50,"NA:N,SA:N",0A20|1A20|2A20|3E16|4A20|5A16|6E20|7A12|8E20|9E18|10E17|11N1|12E17
1433,415151,timeout,261,100,84.97,6,6,0.0500,0,0.574842,118,96,150,61,50,2,3,3,49,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A19|8E20|9E12|10E12|11N1|12E13
1434,415411,timeout,260,100,39.50,6,6,0.0500,0,0.605132,109,104,150,60,50,0,4,1,46,"NA:N,SA:N",0A19|1A18|2A20|3E19|4A20|5A20|6E20|7A12|8E20|9E15|10E15|11N1|12E15
1435,415636,timeout,225,100,54.34,4,6,0.0500,0,0.614154,79,110,122,53,50,0,0,0,16,"NA:N,SA:N",0A19|1A20|2A20|3E19|4N1|5A20|6E20|7N1|8E18|9E18|10E18|11N1|12E17
1436,415855,timeout,219,100,53.24,4,6,0.0500,0,0.633739,78,109,116,53,50,0,0,0,15,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5N1|6E20|7N1|8E17|9E17|10E17|11N1|12E18
1437,416075,timeout,220,100,52.09,4,6,0.0500,0,0.590595,79,103,116,54,50,0,1,0,19,"NA:N,SA:N",0A19|1A20|2A20|3E19|4N1|5A20|6E20|7N1|8E16|9E16|10E16|11N1|12E16
1438,416333,timeout,258,100,20.93,6,6,0.0500,0,0.615518,113,106,150,58,50,0,1,2,38,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A15|8E20|9E15|10E15|11N1|12E16
1439,416592,timeout,259,100,27.21,6,6,0.0500,0,0.603540,115,102,150,59,50,0,2,2,49,"NA:N,SA:N",0A18|1A18|2A20|3E20|4A20|5A20|6E20|7A19|8E20|9E14|10E14|11N1|12E14
1440,416840,timeout,248,100,49.39,5,6,0.0500,0,0.610386,100,107,141,57,50,0,1,1,49,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7N1|8E17|9E17|10E17|11N1|12E18
1441,417095,timeout,255,100,38.65,5,6,0.0500,0,0.606220,100,105,143,62,50,0,3,4,47,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7N1|8E17|9E17|10E16|11N1|12E17
1442,417340,timeout,245,100,40.48,5,6,0.0500,0,0.623575,99,104,139,56,50,0,1,1,46,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7N1|8E16|9E17|10E16|11N1|12E16
1443,417575,timeout,235,100,30.89,4,8,0.0500,0,0.608063,79,102,122,63,50,0,4,5,46,"NA:N,SA:N",0E4|1E19|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E6|10E7|11N1|12E6
1444,417808,timeout,233,100,52.77,5,6,0.0500,0,0.615808,99,104,128,55,50,0,0,1,50,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7N1|8E17|9E16|10E16|11N1|12E16
1445,418066,timeout,258,100,43.89,6,6,0.0500,0,0.658508,112,105,150,58,50,0,2,1,50,"NA:N,SA:N",0A19|1A17|2A20|3E19|4A20|5A20|6E20|7A16|8E20|9E15|10E15|11N1|12E16
1446,418324,timeout,258,100,0.48,6,6,0.0500,0,0.630886,116,99,150,58,50,0,1,2,49,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A17|8E20|9E13|10E13|11N1|12E14
1447,418584,timeout,260,100,21.69,6,6,0.0500,0,0.621861,109,105,150,60,50,0,3,2,50,"NA:N,SA:N",0A20|1A9|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E15|10E16|11N1|12E16
1448,418855,timeout,271,100,53.02,6,6,0.0500,0,0.608092,104,101,150,71,50,2,12,4,46,"NA:N,SA:N",0A19|1E19|2A20|3A10|4E20|5A20|6A15|7A20|8E20|9E14|10E14|11N1|12E14
1449,419122,timeout,267,100,22.72,6,6,0.0500,0,0.560643,100,101,150,67,50,1,9,3,31,"NA:N,SA:N",0A18|1E20|2A20|3A16|4E20|5A20|6A6|7A20|8E20|9E14|10E13|11N1|12E14
1450,419380,timeout,258,100,38.04,6,6,0.0500,0,0.567538,110,112,150,58,50,0,1,2,48,"NA:N,SA:N",0A20|1A10|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E18|10E18|11N1|12E18
1451,419636,timeout,256,100,43.46,6,6,0.0500,0,0.547322,118,99,149,57,50,0,0,2,46,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E13|10E13|11N1|12E13
1452,419902,timeout,266,100,31.26,6,6,0.0500,0,0.578921,114,99,155,61,50,0,3,3,45,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A16|6E20|7A20|8E20|9E13|10E13|11N1|12E13
1453,420167,timeout,265,100,113.82,6,6,0.0500,0,0.553429,116,95,150,65,50,3,5,5,47,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A16|6E20|7A20|8E20|9E12|10E13|11N1|12E12
1454,420458,timeout,291,100,47.71,6,6,0.0500,0,0.578274,83,80,150,91,50,3,31,5,49,"NA:N,SA:N",0A18|1A4|2A20|3E20|4A20|5A1|6E20|7A20|8E20|9E7|10E7|11N1|12E6
1455,420705,timeout,247,100,40.47,4,7,0.0500,0,0.605488,78,102,129,68,50,1,11,4,42,"NA:N,SA:N",0A18|1E20|2A20|3E20|4E20|5A20|6N1|7A20|8E20|9E7|10E8|11N1|12E7
1456,420963,timeout,258,100,7.07,6,6,0.0500,0,0.578578,109,107,150,58,50,0,1,2,38,"NA:N,SA:N",0A19|1A11|2A20|3E19|4A20|5A19|6E20|7A20|8E20|9E16|10E16|11N1|12E16
1457,421221,timeout,258,100,22.76,6,6,0.0500,0,0.650092,113,101,150,58,50,0,1,2,34,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A15|6E20|7A20|8E20|9E13|10E14|11N1|12E14
1458,421457,timeout,236,100,31.16,4,8,0.0500,0,0.613848,79,117,128,58,50,0,1,4,41,"NA:N,SA:N",0A20|1E18|2A20|3E20|4E20|5A19|6E20|7A20|8E20|9E6|10E6|11N1|12E7
1459,421715,timeout,258,100,17.51,6,6,0.0500,0,0.636897,105,110,150,58,50,0,1,1,41,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A7|6E20|7A20|8E20|9E16|10E17|11N1|12E17
1460,421974,timeout,259,100,19.02,6,6,0.0500,0,0.649854,119,99,150,59,50,0,2,2,36,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E14|10E13|11N1|12E13
1461,422234,timeout,260,100,53.29,6,6,0.0500,0,0.623073,106,106,150,60,50,0,3,2,43,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A7|6E20|7A20|8E20|9E15|10E16|11N1|12E16
1462,422494,timeout,260,100,11.51,6,6,0.0500,0,0.635286,113,103,150,60,50,0,3,2,34,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A13|6E20|7A20|8E20|9E15|10E15|11N1|12E15
1463,422768,timeout,274,100,60.12,6,6,0.0500,0,0.667840,119,102,157,67,50,1,7,5,48,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E14|10E15|11N1|12E14
1464,423028,timeout,260,100,47.05,6,6,0.0500,0,0.691077,114,110,150,60,50,0,3,2,45,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A15|6E20|7A20|8E20|9E17|10E17|11N1|12E17
1465,423286,timeout,258,100,29.19,6,6,0.0500,0,0.715405,111,103,150,58,50,0,1,2,36,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A11|6E20|7A20|8E20|9E15|10E15|11N1|12E15
1466,423544,timeout,258,100,22.88,6,6,0.0500,0,0.724021,110,106,150,58,50,0,1,2,39,"NA:N,SA:N",0A19|1A14|2A20|3E19|4A20|5A17|6E20|7A20|8E20|9E16|10E16|11N1|12E15
1467,423803,timeout,259,100,64.69,6,6,0.0500,0,0.777287,102,117,150,59,50,0,2,2,43,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A19|5A4|6E20|7A20|8E20|9E20|10E19|11N1|12E19
1468,424055,timeout,252,100,53.42,5,7,0.0500,0,0.772530,100,114,143,59,50,0,1,3,40,"NA:N,SA:N",0E18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E12|10E12|11N1|12E12
1469,424306,timeout,251,100,26.15,5,7,0.0500,0,0.833268,100,111,142,59,50,0,2,2,37,"NA:N,SA:N",0E18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E11|10E11|11N1|12E11
